date,min_price,modal_price,max_price
2023-04-26,4475.444444444444,6205.111111111111,6726.111111111111
2023-04-27,4285.857142857143,6057.714285714285,6636.5
2023-04-28,4376.416666666667,5934.166666666667,6474.333333333333
2023-04-29,4284.5,5486.833333333333,6402.333333333333
2023-04-30,5234.166666666667,5927.666666666667,6073.0
2023-05-01,4891.0,5252.25,6256.0
2023-05-02,4332.133333333333,5448.733333333334,6340.4
2023-05-03,4099.5,5599.5,6107.833333333333
2023-05-04,4401.846153846154,6017.076923076923,6433.2307692307695
2023-05-05,4310.75,6029.5,6459.166666666667
2023-05-06,4542.888888888889,5895.666666666667,6707.444444444444
2023-05-07,3954.25,6400.25,6612.75
2023-05-08,4048.5454545454545,6138.727272727273,6834.727272727273
2023-05-09,4626.454545454545,6498.0,7046.727272727273
2023-05-10,4339.0,6475.875,7035.75
2023-05-11,4343.7,6416.5,7008.0
2023-05-12,4609.0,6155.666666666667,7093.222222222223
2023-05-13,4546.0,6171.625,6878.75
2023-05-14,3832.75,5503.75,6578.25
2023-05-15,5005.0,6110.5,7209.9
2023-05-16,4452.777777777777,6094.555555555556,7132.444444444444
2023-05-17,4528.0,6230.0,7076.1
2023-05-18,4733.909090909091,6101.090909090909,6863.727272727273
2023-05-19,4584.5,6409.0,5194.5
2023-05-20,4253.181818181818,6166.636363636364,6704.636363636364
2023-05-21,4344.0,6333.8,6514.4
2023-05-22,4192.3,6144.2,6631.8
2023-05-23,4595.727272727273,6197.272727272727,6864.181818181818
2023-05-24,4618.2,6825.1,7284.3
2023-05-25,4346.090909090909,6042.454545454545,6631.636363636364
2023-05-26,4640.727272727273,6341.818181818182,6703.090909090909
2023-05-27,4949.333333333333,6181.0,6855.333333333333
2023-05-28,4000.0,5500.5,5759.5
2023-05-29,4717.0,6661.727272727273,7024.909090909091
2023-05-30,5172.3,6570.5,6951.6
2023-05-31,4249.0,5569.5,6278.666666666667
2023-06-01,4809.888888888889,6452.111111111111,6958.444444444444
2023-06-02,4862.777777777777,6471.222222222223,6820.444444444444
2023-06-03,5544.888888888889,6507.777777777777,6752.0
2023-06-04,5268.75,6133.25,6308.25
2023-06-05,4717.111111111111,5853.666666666667,7142.777777777777
2023-06-06,5310.222222222223,5986.555555555556,6421.888888888889
2023-06-07,4990.857142857143,5872.857142857143,6571.142857142857
2023-06-08,4824.777777777777,5979.222222222223,6427.333333333333
2023-06-09,4850.2,6031.3,6731.3
2023-06-10,4971.444444444444,6056.777777777777,6643.555555555556
2023-06-11,4725.75,5709.0,6583.25
2023-06-12,4692.1,5945.5,6396.6
2023-06-13,5099.142857142857,6139.857142857143,6770.571428571428
2023-06-14,5661.0,6328.666666666667,6864.666666666667
2023-06-15,4448.2,6437.0,6967.6
2023-06-16,5523.571428571428,6306.428571428572,6840.142857142857
2023-06-17,4566.0,5626.75,6148.75
2023-06-18,5175.0,5175.0,5175.0
2023-06-19,4646.375,6182.625,6976.5
2023-06-20,5372.2,6598.3,7110.3
2023-06-21,5066.0,6133.285714285715,6800.857142857143
2023-06-22,6237.125,6831.125,7164.0
2023-06-23,5616.375,6684.125,7084.0
2023-06-24,4751.833333333333,5926.0,6453.666666666667
2023-06-25,5850.0,5850.0,5850.0
2023-06-26,4902.5,6203.875,6898.0
2023-06-27,4605.125,6125.125,6536.25
2023-06-28,5340.111111111111,6078.333333333333,6649.666666666667
2023-06-29,5175.0,5175.0,5175.0
2023-06-30,4973.0,5720.285714285715,6640.0
2023-07-01,5091.833333333333,6419.5,6748.833333333333
2023-07-02,4706.333333333333,5285.666666666667,5986.333333333333
2023-07-03,5064.333333333333,6139.666666666667,6440.0
2023-07-04,4928.0,6471.75,7055.75
2023-07-05,5445.888888888889,6288.111111111111,6910.444444444444
2023-07-06,4912.5,6632.375,7170.125
2023-07-07,5226.222222222223,6020.555555555556,6712.111111111111
2023-07-08,5386.25,6091.5,6739.75
2023-07-09,5175.0,5175.0,5175.0
2023-07-10,4618.625,5770.875,6656.25
2023-07-11,5349.0,6527.833333333333,7241.333333333333
2023-07-12,5953.75,6533.25,7289.0
2023-07-13,5809.0,6360.5,7159.666666666667
2023-07-14,5591.0,6469.166666666667,7223.5
2023-07-15,5287.0,5841.2,6321.0
2023-07-16,5175.0,5175.0,5175.0
2023-07-17,5469.0,5683.0,5982.0
2023-07-18,4935.0,6076.0,6621.0
2023-07-19,5838.571428571428,6786.285714285715,7197.285714285715
2023-07-20,5559.0,6298.833333333333,7010.166666666667
2023-07-21,5574.333333333333,6511.0,6884.666666666667
2023-07-22,5082.8,6229.4,7151.2
2023-07-23,5175.0,5175.0,5175.0
2023-07-24,4690.2,6313.2,7330.0
2023-07-25,5574.625,6613.0,7138.25
2023-07-26,4634.833333333333,5331.833333333333,6144.0
2023-07-27,4863.4,5475.4,6044.0
2023-07-28,4454.5,5731.5,6691.5
2023-07-29,5175.0,5175.0,5175.0
2023-07-30,5175.0,5175.0,5175.0
2023-07-31,5488.375,6525.5,7056.0
2023-08-01,6023.25,7055.875,7720.625
2023-08-02,5629.142857142857,6957.857142857143,7773.428571428572
2023-08-03,5336.666666666667,6354.0,7007.888888888889
2023-08-04,4500.833333333333,6179.833333333333,7254.666666666667
2023-08-05,4185.75,6149.25,7317.25
2023-08-06,5175.0,5175.0,5175.0
2023-08-07,4536.8,6638.6,7570.6
2023-08-08,4751.428571428572,6469.857142857143,7358.714285714285
2023-08-09,4629.833333333333,5924.666666666667,6817.0
2023-08-10,4026.4285714285716,5831.857142857143,6906.428571428572
2023-08-11,4688.0,6191.875,7233.375
2023-08-12,3563.3333333333335,6085.666666666667,7646.0
2023-08-13,4500.0,4500.0,4500.0
2023-08-14,3962.0,5786.375,6743.125
2023-08-15,5854.5,5859.5,5874.5
2023-08-16,5459.5,6123.0,6740.0
2023-08-17,4877.5,6498.375,7298.875
2023-08-18,4710.625,6189.0,6919.625
2023-08-19,4567.333333333333,6265.166666666667,7058.0
2023-08-20,5175.5,5175.5,5225.5
2023-08-21,3700.0,5632.2,7743.8
2023-08-22,4527.166666666667,6267.0,7192.833333333333
2023-08-23,4725.9,5525.5,6592.5
2023-08-24,4028.5714285714284,5951.142857142857,7143.571428571428
2023-08-25,4698.25,5866.625,6898.625
2023-08-26,4476.5,6443.0,7522.5
2023-08-27,4750.0,4750.0,4750.0
2023-08-28,4389.125,6328.625,7256.375
2023-08-29,4714.428571428572,5288.0,6288.285714285715
2023-08-30,4507.333333333333,5939.666666666667,6738.5
2023-08-31,4781.2,5892.2,6471.0
2023-09-01,4950.75,6139.875,6875.875
2023-09-02,4950.285714285715,6049.571428571428,6910.714285714285
2023-09-03,5357.25,5542.25,5775.25
2023-09-04,4370.9,5815.8,6656.4
2023-09-05,4788.333333333333,6171.5,6746.333333333333
2023-09-06,5399.666666666667,6243.0,6803.666666666667
2023-09-07,4382.5,5838.75,6460.0
2023-09-08,4090.5,5918.0,6697.666666666667
2023-09-09,4471.4,5890.0,6608.8
2023-09-10,4806.333333333333,4950.0,5383.0
2023-09-11,3562.75,5703.0,6942.5
2023-09-12,3855.3333333333335,6088.666666666667,7651.666666666667
2023-09-13,3782.0,6682.4,7528.8
2023-09-14,5175.0,5175.0,5175.0
2023-09-15,4169.428571428572,6235.714285714285,7240.857142857143
2023-09-16,3898.0,6099.333333333333,7363.333333333333
2023-09-18,4500.0,4500.0,4500.0
2023-09-19,4141.666666666667,6026.0,7073.833333333333
2023-09-20,4361.0,6467.5,7501.666666666667
2023-09-21,4865.888888888889,6295.666666666667,6829.333333333333
2023-09-22,4953.0,6264.142857142857,6628.0
2023-09-23,4189.25,5174.5,6976.25
2023-09-24,5299.0,5551.0,6669.0
2023-09-25,3755.0,5227.666666666667,6596.166666666667
2023-09-26,4301.0,6001.0,6982.2
2023-09-27,4569.5,5486.75,6522.25
2023-09-29,4711.375,6010.625,6717.375
2023-09-30,5030.25,7066.5,8050.25
2023-10-01,6381.0,6616.0,6669.0
2023-10-02,4500.0,4500.0,4500.0
2023-10-03,4719.555555555556,6470.888888888889,7023.333333333333
2023-10-04,4493.75,5705.125,6392.25
2023-10-05,4629.0,5978.142857142857,6727.285714285715
2023-10-06,4664.571428571428,6147.142857142857,7250.857142857143
2023-10-07,4678.0,5693.5,6481.0
2023-10-08,3369.0,6089.0,6089.0
2023-10-09,4107.0,6043.285714285715,7550.142857142857
2023-10-10,5340.857142857143,6307.285714285715,6939.714285714285
2023-10-11,4937.5,6391.75,7326.0
2023-10-12,4813.4,6051.4,7089.2
2023-10-13,4278.333333333333,6050.666666666667,7100.666666666667
2023-10-14,4800.0,4800.0,4800.0
2023-10-16,4496.5,6058.0,6958.333333333333
2023-10-17,4625.833333333333,6190.5,7001.166666666667
2023-10-18,4566.125,5539.875,6283.5
2023-10-19,4279.5,5739.833333333333,6664.5
2023-10-20,4125.571428571428,5643.571428571428,6194.714285714285
2023-10-21,4012.0,5213.333333333333,6072.333333333333
2023-10-24,5175.0,5175.0,5175.0
2023-10-25,3459.25,4734.25,5471.75
2023-10-26,4158.0,5864.0,6576.25
2023-10-27,4324.0,5783.166666666667,6405.666666666667
2023-10-28,4272.75,5693.0,6531.0
2023-10-29,7309.0,7309.0,7309.0
2023-10-30,4195.857142857143,5909.428571428572,6704.0
2023-10-31,3719.6666666666665,5467.666666666667,6490.5
2023-11-01,3402.2,5529.0,6480.4
2023-11-02,3986.1666666666665,5782.0,6435.5
2023-11-03,3940.0,5769.0,6441.5
2023-11-04,4048.8333333333335,6039.333333333333,6719.833333333333
2023-11-05,4610.0,7290.0,7889.0
2023-11-06,3555.6666666666665,5803.333333333333,7041.166666666667
2023-11-07,4181.333333333333,5682.666666666667,6587.5
2023-11-08,4005.2,6080.4,7338.8
2023-11-09,4087.25,5409.25,6092.375
2023-11-10,4457.0,6522.2,7479.8
2023-11-11,3338.0,6449.0,7652.666666666667
2023-11-14,4663.0,5822.6,6434.4
2023-11-15,4150.333333333333,5932.833333333333,7276.166666666667
2023-11-16,4076.4,6415.8,7658.6
2023-11-17,3916.3333333333335,6611.166666666667,7363.333333333333
2023-11-18,3907.6,6355.4,7963.8
2023-11-19,4284.0,7469.0,8351.0
2023-11-20,4690.0,6544.166666666667,7633.666666666667
2023-11-21,3783.4,6502.4,7171.4
2023-11-22,3951.0,6464.333333333333,7118.833333333333
2023-11-23,3781.8333333333335,6243.666666666667,6933.333333333333
2023-11-24,4203.8,6407.2,7026.2
2023-11-25,3987.25,6033.75,7084.75
2023-11-26,4004.0,6687.0,8167.0
2023-11-27,4565.0,5909.0,7516.0
2023-11-28,4266.25,6658.75,7653.5
2023-11-29,4367.75,6452.25,8051.0
2023-11-30,5061.0,6548.666666666667,7462.333333333333
2023-12-01,3672.5,6647.0,7954.0
2023-12-02,4470.666666666667,7442.0,8138.333333333333
2023-12-04,4141.5,6894.0,7655.75
2023-12-05,4729.166666666667,6240.666666666667,6865.833333333333
2023-12-06,4162.6,6692.2,7659.4
2023-12-07,4451.833333333333,6085.833333333333,7024.0
2023-12-08,3826.3333333333335,6097.333333333333,6744.166666666667
2023-12-09,4795.8,6248.0,7725.8
2023-12-10,4471.0,5855.0,6408.5
2023-12-11,4331.75,6172.0,7374.75
2023-12-12,5088.5,5873.0,6398.0
2023-12-13,4999.0,6204.857142857143,6925.0
2023-12-14,4671.166666666667,6121.666666666667,7136.5
2023-12-15,4870.8,6939.6,7216.0
2023-12-16,5149.0,6625.0,7482.333333333333
2023-12-17,4885.0,7310.0,8217.0
2023-12-18,4296.666666666667,6321.5,7258.833333333333
2023-12-19,5324.714285714285,6546.571428571428,7435.571428571428
2023-12-20,4817.714285714285,6356.857142857143,6951.285714285715
2023-12-21,4888.0,6163.857142857143,7249.857142857143
2023-12-22,4922.125,6506.625,7362.875
2023-12-23,4151.0,6615.0,8428.333333333334
2023-12-26,4713.0,6076.5,6777.5
2023-12-27,5201.5,7175.166666666667,7867.166666666667
2023-12-28,4740.5,6632.875,7322.5
2023-12-29,5326.0,6594.888888888889,7408.888888888889
2023-12-30,4635.0,6753.6,7410.8
2023-12-31,6353.0,7310.0,7901.5
